"GL Year","Town Code","Town Name","100 Residential ","200 Commercial","250 Income and Expense Penalties","300 Industrial","400 Public Utility ","500 Vacant Land","600 Land Use","700 Ten Mill Land","800 Apartment","Total Real Property","Exemptions","Net Real Property","Motor Vehicle","Motor Vehicle Exemption","Total Net Motor Vehicle","Personal Property","Personal Property Exemptions","Net Personal Property ","Total Net Grand List"
"2023","142","Tolland","1,024,387,640","75,226,270","0","24,810,400","704,330","3,576,800","1,264,420","0","8,240,900","1,138,210,760","3,672,700","1,134,538,060","176,822,090","1,931,030","174,891,060","62,189,050","2,962,761","59,226,289","1,368,655,409"
"2022","142","Tolland","1,014,927,770","74,447,220","0","24,810,400","706,630","3,579,600","1,273,105","0","8,324,000","1,128,068,725","3,633,200","1,124,435,525","183,067,220","1,288,130","181,779,090","57,196,450","4,595,781","52,600,669","1,358,815,284"
"2021","142","Tolland","1,005,779,860","74,197,320","0","23,433,100","706,630","3,579,600","1,307,460","0","8,324,000","1,117,327,970","3,734,200","1,113,593,770","172,929,950","1,427,770","171,502,180","55,010,165","5,603,208","49,406,957","1,334,502,907"
"2020","142","Tolland","998,537,720","75,352,820","0","23,243,800","1,424,730","4,104,000","1,302,690","0","8,106,200","1,112,071,960","3,827,100","1,108,244,860","137,731,680","1,064,700","136,666,980","47,641,280","6,544,155","41,097,125","1,286,008,965"
"2019","142","Tolland","994,495,220","73,760,620","0","23,386,000","591,810","3,859,500","1,347,115","0","7,645,700","1,105,085,965","3,855,600","1,101,230,365","133,577,312","1,197,980","132,379,332","47,715,850","5,992,472","41,723,378","1,275,333,075"
"2018","142","Tolland","1,010,525,077","72,179,970",,"22,958,600","591,610","3,874,900","1,083,725","0","5,216,700","1,116,430,582","3,771,600","1,112,658,982","131,031,035","1,279,740","129,751,295","44,792,580","5,338,846","39,453,734","1,281,864,011"
"2017","142","Tolland","1,008,995,049","71,901,500",,"22,820,600","591,610","3,983,100","1,096,815","0","5,216,700","1,114,605,374","3,813,100","1,110,792,274","129,026,335","1,354,720","127,671,615","45,377,630","5,373,511","40,004,119","1,278,468,008"
"2016","142","Tolland","1,010,081,897","65,810,700",,"22,806,600","583,210","4,116,400","1,111,600","0","5,216,700","1,109,727,107","3,872,100","1,105,855,007","127,231,300","617,390","126,613,910","39,537,400","4,284,830","35,252,570","1,267,721,487"
"2015","142","Tolland","1,009,852,877","66,936,600",,"22,806,600","583,210","4,413,800","1,115,895","0","5,216,700","1,110,925,682","3,979,050","1,106,946,632","129,038,670","1,468,950","127,569,720","35,838,600","5,597,985","30,240,615","1,264,756,967"
"2014","142","Tolland","1,007,103,407","66,469,700",,"22,994,100","583,210","4,534,585","1,103,390","0","5,699,300","1,108,487,692","3,946,493","1,104,541,199","122,202,720","738,420","121,464,300","35,327,480","6,156,234","29,171,246","1,255,176,745"
"2013","142","Tolland","1,062,728,150","63,395,700",,"19,160,900","646,310","4,559,985","1,163,295","0","5,901,000","1,157,555,340","3,995,770","1,153,559,570","121,829,334","1,512,850","120,316,484","33,102,020","6,058,448","27,043,572","1,300,919,626"
"2012","142","Tolland","1,060,041,150","63,226,600",,"19,159,400","646,310","4,626,085","1,163,600","0","5,901,000","1,154,764,145","4,080,450","1,150,683,695","120,693,554","1,634,904","119,058,650","31,634,260","5,578,849","26,055,411",
"2011","142","Tolland","1,057,302,050","62,937,800",,"19,129,300","646,310","4,624,285","1,143,895","0","5,901,000","1,151,684,640","4,082,950","1,147,601,690","120,975,007","1,128,640","119,846,367","31,391,590","5,599,637","25,791,953","1,293,240,010"
"2024","143","Torrington","2,311,376,720","393,741,923","0","113,767,910","574,210","30,114,600","2,368,500","0","60,551,440","2,912,495,303","653,380,653","2,259,114,650","297,860,075","3,059,155","294,800,920","318,456,471","68,914,998","249,541,473","2,803,457,043"
"2023","143","Torrington","1,231,214,100","351,065,480","9,277,947","45,134,980","217,220","54,940","967,000","0","30,817,960","1,659,471,680","11,536,422","1,647,935,258","307,373,835","4,406,497","302,967,338","283,043,165","52,897,700","230,145,465","2,181,048,061"
"2022","143","Torrington","1,230,611,950","352,259,530","12,251,171","44,981,290","217,220","54,940","946,510","0","31,277,150","1,660,348,590","15,936,520","1,644,412,070","320,301,038","4,543,142","315,757,896","268,512,280","49,955,590","218,556,690","2,178,726,656"
"2021","143","Torrington","1,223,596,220","356,322,520","8,789,312","45,272,670","217,220","92,290","962,810","0","30,750,640","1,657,214,370","22,611,440","1,634,602,930","299,490,535","3,120,720","296,369,815","262,087,145","49,954,490","212,132,655","2,143,105,400"
"2020","143","Torrington","1,218,487,110","360,865,810","9057837","45,638,980","217,220","60,500","978,990","0","30,485,880","1,656,734,490","25,372,160","1,631,362,330","238,495,103","2,547,581","235,947,522","261,851,240","55,331,000","206,520,240","2,073,830,092"
"2019","143","Torrington","1,214,889,960","352,632,660","0","44,970,290","179,590","60,500","1,000,050","0","30,241,720","1,643,974,770","27,510,130","1,616,464,640","225,379,632","3,021,020","222,358,612","255,154,400","55,894,040","199,260,360","2,038,083,612"
"2018","143","Torrington","1,220,738,250","302,008,550",,"51,644,570","552,060","17,015,790","885,220","0","25,509,920","1,618,354,360","31,388,690","1,586,965,670","220,945,606","4,150,125","216,795,481","235,534,564","48,357,950","187,176,614","1,990,937,765"
"2017","143","Torrington","1,218,008,320","291,523,460",,"51,813,620","552,060","17,081,800","915,870","0","25,464,020","1,605,359,150","28,661,860","1,576,697,290","221,131,770","4,466,150","216,665,620","225,974,660","45,294,390","180,680,270","1,974,043,180"
"2016","143","Torrington","1,216,400,560","278,539,580",,"49,785,060","552,060","17,016,570","907,470","0","25,481,580","1,588,682,880","18,702,840","1,569,980,040","218,461,870","4,781,350","213,680,520","214,279,690","42,078,980","172,200,710","1,955,861,270"
"2015","143","Torrington","1,212,548,630","279,455,280",,"49,446,360","552,060","17,368,970","901,220","0","25,622,970","1,585,895,490","12,358,610","1,573,536,880","215,399,529","4,033,690","211,365,839","204,097,640","42,132,520","161,965,120","1,946,867,839"
"2014","143","Torrington","1,209,408,700","280,651,680",,"49,734,160","552,060","17,016,650","921,720","0","25,494,630","1,583,779,600","23,216,910","1,560,562,690","214,247,430","4,012,305","210,235,125","197,911,100","40,262,530","157,648,570","1,928,446,385"
"2013","143","Torrington","1,576,952,740","332,043,780",,"59,613,610","617,380","39,960,140","907,710","0","28,595,540","2,038,690,900","24,232,930","2,014,457,970","215,659,986","3,891,131","211,768,855","184,287,320","36,725,660","147,561,660","2,373,788,485"
"2012","143","Torrington","1,577,091,230","332,034,390",,"60,232,130","617,380","41,139,030","925,880","0","28,431,250","2,040,471,290","26,535,080","2,013,936,210","208,774,841","3,901,530","204,873,311","174,066,794","32,587,690","141,479,104",
"2011","143","Torrington","1,573,970,570","331,451,770",,"59,960,280","363,250","41,890,280","922,760","0","28,413,800","2,036,972,710","28,664,160","2,008,308,550","214,370,115","4,114,870","210,255,245","170,284,530","29,704,990","140,579,540","2,359,143,335"
"2024","144","Trumbull","3,743,019,837","553,621,838","0","194,213,810","5,376,420","21,783,186","89,600","0","160,156,493","4,678,261,184","6,755,230","4,671,505,954","408,195,722","595,190","407,600,532","278,693,570","38,213,940","240,479,630","5,319,586,116"
"2023","144","Trumbull","3,729,106,966","595,165,540","0","220,968,370","5,376,420","21,749,289","89,600","0","106,052,065","4,678,508,250","4,478,500","4,674,029,750","415,086,451","7,674,760","407,411,691","260,524,565","33,039,119","227,485,446","5,308,926,887"
"2022","144","Trumbull","3,714,631,867","590,288,610","0","219,973,188","5,376,420","22,068,381","101,070","0","102,870,030","4,655,309,566","10,592,175","4,644,717,391","434,626,249","6,498,499","428,127,750","268,960,177","29,382,792","239,577,385","5,312,422,526"
"2021","144","Trumbull","3,689,509,925","585,170,770","0","219,356,690","5,970,160","30,822,120","89,600","0","99,203,020","4,630,122,285","5,793,000","4,624,329,285","411,563,630","6,439,490","405,124,140","278,493,220","36,717,072","241,776,148","5,271,229,573"
"2020","144","Trumbull","3,174,618,134","648,690,339","0","221,080,790","5,736,360","23,944,090","51,600","0","68,367,740","4,142,489,053","5,546,000","4,136,943,053","314,711,926","5,890,576","308,821,350","279,371,058","38,722,500","240,648,558","4,686,412,961"
"2019","144","Trumbull","3,167,797,574","672,734,429","1884729","213,569,720","5,736,360","25,767,370","51,600","0","50,611,330","4,136,268,383","6,061,500","4,130,206,883","298,314,589","5,862,780","292,451,809","287,588,560","23,029,250","264,559,310","4,687,218,002"
"2018","144","Trumbull","3,166,940,132","681,631,219",,"218,332,450","5,736,360","25,720,400","51,100","0","38,975,825","4,137,387,486","6,160,370","4,131,227,116","289,332,310","5,238,440","284,093,870","286,717,751","17,040,662","269,677,089","4,684,998,075"
"2017","144","Trumbull","3,156,561,889","681,673,639",,"218,332,450","5,736,360","26,395,200","51,100","0","37,453,500","4,126,204,138","6,654,500","4,119,549,638","287,012,341","9,066,163","277,946,178","279,780,570","27,607,340","252,173,230","4,649,669,046"
"2016","144","Trumbull","3,143,112,799","690,876,070",,"214,450,880","8,333,640","25,995,000","51,200","0","36,363,810","4,119,183,399","7,042,000","4,112,141,399","284,768,936","9,377,399","275,391,537","295,182,180","27,994,487","267,187,693","4,654,720,629"
"2015","144","Trumbull","3,133,517,720","653,465,270",,"210,317,170","8,333,640","26,147,280","54,300","0","36,363,810","4,068,199,190","8,112,370","4,060,086,820","282,998,987","9,090,370","273,908,617","288,919,290","29,053,450","259,865,840","4,593,861,277"
"2014","144","Trumbull","3,134,783,159","578,761,161",,"222,950,810","4,530,600","27,451,135","54,300","0","23,086,300","3,991,617,465","8,622,800","3,982,994,665","280,613,904","9,319,110","271,294,794","294,426,463","28,040,040","266,386,423","4,520,675,882"
"2013","144","Trumbull","3,127,712,300","600,644,600",,"222,950,900","4,530,600","28,346,400","54,000","0","23,086,300","4,007,325,100","9,012,800","3,998,312,300","275,911,445","5,496,230","270,415,215","275,198,393","26,366,480","248,831,913","4,517,559,428"
"2012","144","Trumbull","3,116,542,900","598,210,600",,"189,399,000","4,530,600","29,171,400","54,000","0","23,086,300","3,960,994,800","9,606,300","3,951,388,500","268,505,288","4,162,370","264,342,918","265,353,535","15,721,050","249,632,485",
"2011","144","Trumbull","3,106,187,544","588,059,300",,"173,442,400","4,530,600","33,625,100","54,000",,"23,086,300","3,928,985,244","10,292,800","3,918,692,444","274,861,034","4,921,989","269,939,045","265,268,535","17,721,810","247,546,725","4,436,178,214"
"2024","145","Union","100,859,980","2,969,280","0","179,310","2,473,200","3,675,950","2,064,540","0","0","112,222,260","464,070","111,758,190","9,432,590","7,040","9,425,550","6,729,429","92,935","6,636,494","127,820,234"
"2023","145","Union","99,784,930","2,945,980","0","179,310","2,473,200","3,720,820","2,390,330","0","0","111,494,570","266,250","111,228,320","11,228,200","4,500","11,223,700","5,596,064","121,380","5,474,684","127,926,704"
"2022","145","Union","73,584,990","2,969,700","0","143,340","2,675,160","2,902,120","1,392,500","0","0","83,667,810","246,000","83,421,810","11,959,992","9,000","11,950,992","5,484,983","119,680","5,365,303","100,738,105"
"2021","145","Union","72,569,360","2,629,530","0","187,310","2,675,160","2,657,660","1,423,800","0","0","82,142,820","259,500","81,883,320","11,310,740","9,000","11,301,740","5,130,706","12,170","5,118,536","98,303,596"
"2020","145","Union","71,477,140","2,629,530","0","187,310","2,675,160","2,608,190","1,422,810","0","0","81,000,140","269,250","80,730,890","9,557,355","9,000","9,548,355","4,724,884","100,040","4,624,844","94,904,089"
"2019","145","Union","70,548,273","2,567,400","0","282,390","2,675,160","2,762,840","1,425,460","0","0","80,261,523","282,750","79,978,773","8,982,050","9,000","8,973,050","4,742,699","96,110","4,646,589","93,598,412"
"2018","145","Union","70,272,113","2,567,400",,"282,390","2,675,160","2,771,370","1,425,190","0","0","79,993,623","277,500","79,716,123","8,370,340","9,000","8,361,340","4,628,411","96,400","4,532,011","92,609,474"
"2017","145","Union","68,196,270","2,452,680",,"296,700","2,925,647","3,595,570","999,290","0","0","78,466,157","287,500","78,178,657","8,422,960","12,660","8,410,300","4,577,812","105,730","4,472,082","91,061,039"
"2016","145","Union","68,189,370","2,325,290",,"296,700","3,091,190","3,639,790","1,000,290","0","0","78,542,630","300,000","78,242,630","8,125,160","8,510","8,116,650","4,286,287","122,940","4,163,347","90,522,627"
"2015","145","Union","67,794,670","2,221,590",,"296,700","3,091,190","3,978,000","1,001,060","0","0","78,383,210","300,000","78,083,210","8,023,050","9,010","8,014,040","4,863,935","111,030","4,752,905","90,850,155"
"2014","145","Union","67,777,630","2,222,360",,"296,700","3,090,930","3,940,280","1,010,470","0","0","78,338,370","323,500","78,014,870","7,899,410","9,700","7,889,710","4,197,850","90,870","4,106,980","90,011,560"
"2013","145","Union","67,995,860","2,189,020",,"338,840","3,090,930","3,950,070","1,011,110","0","0","78,575,830","316,500","78,259,330","7,836,120","12,190","7,823,930","3,896,583","125,660","3,770,923","89,854,183"
"2012","145","Union","76,234,310","2,389,610",,"486,930","3,091,600","4,846,310","1,068,180","0","0","88,116,940","317,500","87,799,440","7,760,690","8,260","7,752,430","3,208,514","146,050","3,062,464",
"2011","145","Union","75,605,540","2,448,060",,"486,930","3,091,600","4,828,040","1,065,970",,,"87,526,140","326,500","87,199,640","7,482,400","8,160","7,474,240","3,088,840","152,870","2,935,970","97,609,850"
"2024","146","Vernon","1,314,579,550","300,172,559","0","22,917,180","787,120","9,304,000","493,480","0","272,368,380","1,920,622,269","10,176,458","1,910,445,811","249,586,400","1,217,265","248,369,135","139,525,553","2,887,910","136,637,643","2,295,452,589"
"2023","146","Vernon","1,309,987,220","285,337,418","0","29,540,624","1,378,240","9,890,630","508,740","0","272,038,330","1,908,681,202","10,120,718","1,898,560,484","257,339,256","1,937,366","255,401,890","134,253,436","4,181,174","130,072,262","2,284,034,636"
"2022","146","Vernon","1,305,307,130","277,752,417","0","27,036,350","1,378,240","10,123,770","529,370","0","272,038,330","1,894,165,607","10,656,084","1,883,509,523","271,838,357","1,322,762","270,515,595","125,963,533","4,705,183","121,258,350","2,275,283,468"
"2021","146","Vernon","1,301,111,755","277,351,297","0","27,158,180","1,378,240","10,414,650","566,290","0","272,057,017","1,890,037,429","10,434,758","1,879,602,671","253,924,693","2,279,289","251,645,404","101,222,822","4,135,652","97,087,170","2,228,335,245"
"2020","146","Vernon","1,091,853,080","249,798,490","0","25,950,170","1,255,900","9,527,350","510,230","0","203,256,470","1,582,151,690","11,613,910","1,570,537,780","201,155,234","1,827,124","199,328,110","96,809,277","500,873","96,308,404","1,866,174,294"
"2019","146","Vernon","1,087,415,380","251,487,532","0","26,064,760","1,255,900","9,962,570","489,830","0","197,762,240","1,574,438,212","11,862,910","1,562,575,302","189,192,219","1,662,804","187,529,415","94,063,156","4,085,991","89,977,165","1,840,081,882"
"2018","146","Vernon","1,086,853,644","248,987,875",,"26,026,790","1,255,790","9,771,380","492,350","0","192,359,827","1,565,747,656","12,588,892","1,553,158,764","186,227,721","1,904,594","184,323,127","96,372,989","3,784,574","92,588,415","1,830,070,306"
"2017","146","Vernon","1,085,329,678","249,556,302",,"24,549,580","1,255,790","10,557,400","481,620","0","182,361,210","1,554,091,580","10,129,492","1,543,962,088","186,780,425","2,902,340","183,878,085","99,540,944","632,984","98,907,960","1,826,748,133"
"2016","146","Vernon","1,083,608,534","246,715,812",,"25,833,360","1,216,410","11,364,618","513,190","0","173,736,229","1,542,988,153","9,862,853","1,533,125,300","183,243,669","3,157,564","180,086,105","86,311,660","4,692,521","81,619,139","1,794,830,544"
"2015","146","Vernon","1,146,487,947","208,792,370",,"18,709,840","1,327,050","6,001,650","348,530","0","140,092,050","1,521,759,437","5,703,980","1,516,055,457","180,715,636","3,169,288","177,546,348","82,320,730","7,226,032","75,094,698","1,768,696,503"
"2014","146","Vernon","1,142,606,240","213,576,675",,"18,474,550","1,327,050","6,074,037","350,680","0","133,773,770","1,516,183,002","6,022,630","1,510,160,372","180,314,558","3,252,927","177,061,631","89,334,570","9,469,555","79,865,015","1,767,087,018"
"2013","146","Vernon","1,137,949,410","207,683,332",,"18,318,300","1,327,050","6,840,600","361,125","0","137,254,240","1,509,734,057","6,327,130","1,503,406,927","184,647,071","1,696,020","182,951,051","85,341,201","9,648,293","75,692,908","1,762,050,886"
"2012","146","Vernon","1,133,279,540","211,728,460",,"17,616,530","1,327,050","7,111,140","359,110","0","128,586,390","1,500,008,220","6,873,720","1,493,134,500","176,321,605","1,867,280","174,454,325","75,766,730","8,974,690","66,792,040",
"2011","146","Vernon","1,130,298,450","207,765,600",,"18,007,280","1,327,050","8,300,820","345,620",,"128,369,030","1,494,413,850","8,010,620","1,486,403,230","181,537,429","3,215,445","178,321,984","82,581,420","8,866,920","73,714,500","1,738,439,714"
"2024","147","Voluntown","288,680,110","9,881,280","0","325,080","0","1,120,010","1,356,260","0","0","301,362,740","3,561,950","297,800,790","23,974,990","211,050","23,763,940","11,927,650","756,570","11,171,080","332,735,810"
"2023","147","Voluntown","184,964,840","8,048,190","0","289,650","0","1,037,740","1,398,200","0","0","195,738,620","1,283,000","194,455,620","30,244,930","634,160","29,610,770","11,774,785","742,290","11,032,495","235,098,885"
"2022","147","Voluntown","183,213,000","8,264,910","0","289,650","0","1,038,265","1,405,280","0","0","194,211,105","1,321,000","192,890,105","31,889,010","625,080","31,263,930","11,512,830","764,060","10,748,770","234,902,805"
"2021","147","Voluntown","181,344,452","8,202,970","0","289,650","0","1,081,750","1,410,388","0","0","192,329,210","1,361,600","190,967,610","29,743,940","617,580","29,126,360","9,958,310","519,350","9,438,960","229,532,930"
"2020","147","Voluntown","180,136,930","8,223,980","0","289,650","0","1,019,100","1,493,530","0","0","191,163,190","1,440,410","189,722,780","23,314,860","492,400","22,822,460","9,811,150","429,580","9,381,570","221,926,810"
"2019","147","Voluntown","163,257,860","6,391,860","0","2,703,310","233,810","5,384,590","956,780","0","22,170","178,950,380","1,419,420","177,530,960","21,702,660","516,330","21,186,330","9,405,320","512,580","8,892,740","207,610,030"
"2018","147","Voluntown","162,138,220","6,379,880",,"2,703,310","233,810","5,519,960","1,035,680","0","22,170","178,033,030","1,201,770","176,831,260","20,845,100","531,360","20,313,740","10,257,370","1,524,215","8,733,155","205,878,155"
"2017","147","Voluntown","162,174,770","6,349,610",,"2,703,310","233,810","5,369,170","1,030,640","0","22,170","177,883,480","1,326,460","176,557,020","21,042,205","701,700","20,340,505","10,097,034","1,635,850","8,461,184","205,358,709"
"2016","147","Voluntown","160,830,650","6,410,730",,"2,703,310","233,810","5,933,600","1,031,210","0","25,270","177,168,580","1,310,270","175,858,310","20,284,150","808,020","19,476,130","9,122,110","1,632,030","7,490,080","202,824,520"
"2015","147","Voluntown","160,250,520","6,410,730",,"2,748,970","233,810","6,186,930","1,032,490","0","25,270","176,888,720","1,229,920","175,658,800","19,797,330","514,400","19,282,930","7,520,187","1,049,512","6,470,675","201,412,405"
"2014","147","Voluntown","162,051,214","6,212,350",,"2,577,630","208,610","6,185,930","734,483","0","39,740","178,009,957","1,248,540","176,761,417","18,629,435","297,620","18,331,815","7,406,770","769,274","6,637,496","201,730,728"
"2013","147","Voluntown","161,440,874","6,212,350",,"2,577,630","208,610","5,966,650","734,703","0","39,740","177,180,557","1,145,340","176,035,217","18,312,950","76,140","18,236,810","7,174,625","764,810","6,409,815","200,681,842"
"2012","147","Voluntown","161,064,934","6,197,440",,"2,577,630","106,610","6,107,100","737,248","0","39,740","176,830,702","1,247,300","175,583,402","18,132,495","74,300","18,058,195","6,142,637","494,610","5,648,027",
"2011","147","Voluntown","159,171,960","5,616,840",,"1,540,200","106,610","6,811,610","837,420",,"39,740","174,124,380","1,116,300","173,008,080","17,723,903","150,025","17,573,878","5,221,086","848,710","4,372,376","194,954,334"
"2024","148","Wallingford","4,144,257,110","664,334,530","0","321,676,790","13,101,200","34,664,000","1,884,800","0","79,072,900","5,258,991,330","21,780,400","5,237,210,930","450,053,090","10,179,347","439,873,743","582,799,323","204,242,273","378,557,050","6,055,641,723"
"2023","148","Wallingford","2,851,610,370","566,661,499","0","255,336,500","11,576,700","24,609,300","1,846,300","0","60,449,770","3,772,090,439","14,517,800","3,757,572,639","524,154,430","13,788,850","510,365,580","549,137,291","180,088,952","369,048,339","4,636,986,558"
"2022","148","Wallingford","2,842,334,870","563,482,699","0","256,074,900","11,352,700","24,084,900","1,868,600","0","60,353,670","3,759,552,339","14,962,450","3,744,589,889","549,261,057","13,825,440","535,435,617","515,125,504","167,453,306","347,672,198","4,627,697,704"
"2021","148","Wallingford","2,831,156,170","567,355,609","0","252,190,900","11,240,700","24,684,100","1,868,900","0","57,950,970","3,746,447,349","15,346,360","3,731,100,989","524,352,765","13,774,930","510,577,835","488,018,679","161,461,840","326,556,839","4,568,235,663"
"2020","148","Wallingford","2,823,075,370","571,953,549","5362280","254,400,800","11,240,700","25,221,700","1,861,600","0","57,023,470","3,744,777,189","15,778,300","3,728,998,889","415,712,562","9,349,150","406,363,412","497,236,405","158,824,569","338,411,836","4,473,774,137"
"2019","148","Wallingford","2,712,785,595","564,922,215","7169822","240,176,090","8,678,800","25,969,090","2,260,100","0","41,104,615","3,595,896,505","15,653,880","3,580,242,625","391,156,975","9,727,970","381,429,005","470,677,186","158,980,620","311,696,566","4,273,368,196"
"2018","148","Wallingford","2,706,280,230","562,536,780",,"260,023,390","8,678,800","25,820,790","2,196,900","0","31,891,400","3,597,428,290","22,152,520","3,575,275,770","382,102,378","9,242,009","372,860,369","442,179,412","153,527,098","288,652,314","4,236,788,453"
"2017","148","Wallingford","2,695,542,130","557,971,230",,"257,059,790","8,398,800","27,860,690","2,166,600","0","24,763,800","3,573,763,040","29,553,400","3,544,209,640","369,261,565","8,900,990","360,360,575","482,769,715","197,624,955","285,144,760","4,189,714,975"
"2016","148","Wallingford","2,688,050,060","557,824,810",,"313,879,790","8,118,800","27,475,690","2,167,900","0","24,122,700","3,621,639,750","31,501,400","3,590,138,350","363,675,520","7,390,970","356,284,550","478,210,468","207,541,550","270,668,918","4,217,091,818"
"2015","148","Wallingford","2,676,810,890","561,107,580",,"313,916,890","5,376,500","30,584,690","2,164,100","0","23,595,300","3,613,555,950","32,713,420","3,580,842,530","356,825,113","7,910,725","348,914,388","476,980,959","203,041,270","273,939,689","4,203,696,607"
"2014","148","Wallingford","2,725,309,280","512,877,020",,"311,881,790","13,985,400","30,524,930","1,890,800","0","28,225,590","3,624,694,810","22,604,320","3,602,090,490","348,129,537","7,218,110","340,911,427","517,999,659","192,790,576","325,209,083","4,268,211,000"
"2013","148","Wallingford","2,717,664,280","508,463,020",,"306,746,890","13,648,500","31,299,130","1,897,000","0","24,172,800","3,603,891,620","22,521,820","3,581,369,800","340,828,421","5,377,790","335,450,631","499,884,994","166,123,260","333,761,734","4,250,582,165"
"2012","148","Wallingford","2,704,956,120","508,862,920",,"304,457,790","13,492,500","34,280,830","1,863,000","0","24,172,800","3,592,085,960","22,806,690","3,569,279,270","331,575,171","4,997,550","326,577,621","474,562,394","153,366,500","321,195,894",
"2011","148","Wallingford","2,689,177,530","491,778,320",,"305,515,690","13,516,100","37,513,530","1,861,600","0","24,090,900","3,563,453,670","21,134,550","3,542,319,120","333,767,708","4,627,441","329,140,267","457,807,860","148,939,793","308,868,067","4,180,327,454"
"2024","149","Warren","440,120,280","6,365,180","0","0","0","33,539,070","3,594,410","0","0","483,618,940","1,039,860","482,579,080","18,434,670","25,300","18,409,370","7,408,360","594,270","6,814,090","507,802,540"
"2023","149","Warren","432,761,060","6,302,320","0","0","0","33,581,450","3,609,830","0","0","476,254,660","578,000","475,676,660","22,108,360","38,000","22,070,360","6,952,294","764,660","6,187,634","503,934,654"
"2022","149","Warren","427,168,430","5,452,310","0","0","0","33,857,210","3,848,200","0","0","470,326,150","571,000","469,755,150","23,435,950","37,940","23,398,010","6,400,730","583,300","5,817,430","498,970,590"
"2021","149","Warren","331,452,770","5,276,240","0","0","0","31,863,420","3,415,640","0","0","372,008,070","568,000","371,440,070","21,820,920","39,000","21,781,920","5,958,820","765,030","5,193,790","398,415,780"
"2020","149","Warren","327,617,710","5,221,620","0","0","0","31,830,050","3,432,140","0","0","368,101,520","605,000","367,496,520","16,507,420","42,360","16,465,060","5,156,390","328,810","4,827,580","388,789,160"
"2019","149","Warren","323,039,780","5,221,620","0","0","0","31,736,840","3,458,970","0","0","363,457,210","596,000","362,861,210","14,651,430","40,980","14,610,450","4,627,700","303,070","4,324,630","381,796,290"
"2018","149","Warren","320,963,590","5,221,620",,"0","0","33,604,170","3,403,610","0","0","363,192,990","587,000","362,605,990","15,312,790","55,090","15,257,700","4,655,410","297,550","4,357,860","382,221,550"
"2017","149","Warren","314,794,730","5,467,470",,"0","0","32,032,700","3,543,730","0","0","355,838,630","611,000","355,227,630","14,269,620","42,000","14,227,620","4,690,890","255,950","4,434,940","373,890,190"
"2016","149","Warren","304,755,790","4,608,870",,"0","0","31,513,520","4,014,160","0","0","344,892,340","593,000","344,299,340","14,784,090","41,450","14,742,640","4,214,240","257,270","3,956,970","362,998,950"
"2015","149","Warren","302,298,854","3,805,760",,"0","0","29,037,550","3,766,100","0","0","338,908,264","607,000","338,301,264","12,096,630","42,000","12,054,630","4,169,300","256,840","3,912,460","354,268,354"
"2014","149","Warren","302,579,240","3,268,090",,"0","0","26,608,340","3,358,420","0","0","335,814,090","653,000","335,161,090","13,793,900","34,100","13,759,800","4,157,420","235,170","3,922,250","352,843,140"
"2013","149","Warren","214,158,810","5,252,940",,"0","0","26,411,450","84,061,950","0","0","329,885,150","644,000","329,241,150","13,575,360","45,120","13,530,240","3,979,420","200,660","3,778,760","346,550,150"
"2012","149","Warren","212,478,740","5,250,490",,"0","0","25,772,260","83,037,300","0","0","326,538,790","637,000","325,901,790","13,413,370","46,860","13,366,510","3,686,710","249,360","3,437,350",
"2011","149","Warren","219,820,960","4,035,640",,,,"27,493,650","89,682,580",,,"341,032,830","607,000","340,425,830","13,644,520","35,790","13,608,730","3,989,170","231,070","3,758,100","357,792,660"
"2024","150","Washington","1,540,752,160","70,496,980","0","287,700","28,910","60,377,650","2,431,400","0","2,735,740","1,677,110,540","949,170","1,676,161,370","51,112,440","1,171,680","49,940,760","44,269,364","800,820","43,468,544","1,769,570,674"
"2023","150","Washington","1,510,950,330","70,945,570","0","287,700","28,910","58,634,370","2,480,290","0","2,712,500","1,646,039,670","602,250","1,645,437,420","62,520,631","754,950","61,765,681","42,671,780","850,911","41,820,869","1,749,023,970"
"2022","150","Washington","1,085,180,940","56,814,950","0","249,760","2,590","53,572,520","1,797,180","0","1,461,950","1,199,079,890","610,250","1,198,469,640","65,565,536","1,201,652","64,363,884","37,282,040","896,954","36,385,086","1,299,218,610"
"2021","150","Washington","1,057,367,520","56,598,160","0","249,760","0","53,228,980","1,834,370","0","1,461,950","1,170,740,740","633,250","1,170,107,490","59,681,850","1,190,880","58,490,970","33,370,540","927,060","32,443,480","1,261,041,940"
"2020","150","Washington","1,044,049,310","54,765,880","0","249,760","0","53,444,570","1,848,550","0","1,461,130","1,155,819,200","673,000","1,155,146,200","46,089,756","982,470","45,107,286","32,120,760","1,138,210","30,982,550","1,231,236,036"
"2019","150","Washington","1,043,951,960","53,881,560","0","249,760","0","53,885,910","1,841,619","0","1,461,130","1,155,271,939","713,500","1,154,558,439","43,793,490","1,089,580","42,703,910","29,312,690","734,280","28,578,410","1,225,840,759"
"2018","150","Washington","1,027,165,790","53,376,820",,"249,760","0","54,667,950","1,914,260","0","1,461,130","1,138,835,710","725,750","1,138,109,960","41,243,590","855,590","40,388,000","29,016,843","577,270","28,439,573","1,206,937,533"
"2017","150","Washington","966,024,210","49,874,160",,"249,750","0","55,085,560","1,084,000","0","1,492,540","1,073,810,220","742,250","1,073,067,970","41,939,080","901,930","41,037,150","26,678,282","839,950","25,838,332","1,139,943,452"
